Country,Gender,Age,Education_Level,Employment_Status,Urban_Rural,Income_Level,Owns_Card,Owns_Account,Uses_Mobile_Banking
Kenya,Male,31,Secondary,Unemployed,Rural,Low,1,0,0
Kenya,Male,38,Tertiary,Student,Rural,Medium,1,1,0
Kenya,Female,17,None,Self-employed,Rural,Medium,0,1,1
Kenya,Male,46,None,Unemployed,Rural,High,0,1,0
Kenya,Female,49,Primary,Self-employed,Urban,Medium,0,1,1
Kenya,Female,52,Tertiary,Unemployed,Rural,Medium,1,1,1
Kenya,Male,27,Primary,Employed,Urban,Low,1,0,0
Kenya,Male,61,Primary,Employed,Rural,Low,1,1,1
Kenya,Female,39,None,Self-employed,Urban,Low,1,0,0
Kenya,Female,23,Secondary,Student,Urban,High,0,1,1
Kenya,Male,18,Secondary,Unemployed,Rural,Low,0,1,0
Kenya,Male,28,Secondary,Unemployed,Rural,Low,0,1,1
Kenya,Male,51,Tertiary,Employed,Urban,Low,1,0,0
Kenya,Male,48,Primary,Employed,Rural,Low,0,1,0
Kenya,Male,25,Tertiary,Student,Rural,Low,0,0,0
Kenya,Female,55,None,Student,Rural,High,1,1,1
Kenya,Female,17,Tertiary,Student,Urban,Low,0,0,0
Kenya,Female,42,Secondary,Self-employed,Rural,Medium,0,0,0
Kenya,Female,43,Tertiary,Employed,Rural,Medium,1,1,1
Kenya,Male,23,None,Self-employed,Rural,Low,0,0,0
Kenya,Male,17,Primary,Employed,Urban,Low,0,1,0
Kenya,Male,39,Primary,Employed,Rural,Low,1,0,0
Kenya,Female,48,Primary,Unemployed,Urban,Low,1,1,1
Kenya,Female,26,Primary,Employed,Rural,Medium,1,1,1
Kenya,Male,56,Primary,Employed,Urban,Low,0,0,0
Kenya,Male,23,Primary,Self-employed,Rural,Low,0,0,0
Kenya,Female,29,Secondary,Employed,Rural,Medium,1,1,1
Kenya,Female,54,Tertiary,Self-employed,Urban,High,0,0,0
Kenya,Male,39,Secondary,Student,Urban,Medium,0,1,0
Kenya,Male,19,None,Employed,Urban,Medium,1,1,1
Kenya,Female,25,Secondary,Employed,Rural,Medium,0,0,0
Kenya,Male,48,None,Self-employed,Rural,Low,0,1,1
Kenya,Male,38,Tertiary,Student,Rural,Medium,0,1,1
Kenya,Male,29,Primary,Unemployed,Rural,Low,0,0,0
Kenya,Female,52,Secondary,Student,Urban,Medium,0,1,1
Kenya,Female,22,Tertiary,Self-employed,Rural,Medium,0,0,0
Kenya,Female,19,Tertiary,Student,Rural,Low,1,1,0
Kenya,Female,62,Secondary,Self-employed,Rural,Medium,1,1,0
Kenya,Female,40,Tertiary,Self-employed,Rural,High,0,1,0
Kenya,Female,32,Tertiary,Unemployed,Rural,Low,0,0,0
Kenya,Female,20,Secondary,Employed,Rural,Medium,0,0,0
Kenya,Male,51,Secondary,Self-employed,Rural,Low,0,1,0
Kenya,Male,62,Secondary,Self-employed,Urban,Medium,1,1,1
Kenya,Male,27,Secondary,Unemployed,Rural,Low,1,0,0
Kenya,Male,42,Secondary,Self-employed,Rural,Medium,1,1,0
Kenya,Male,19,Secondary,Employed,Rural,High,0,0,0
Kenya,Male,27,Primary,Unemployed,Rural,High,0,1,1
Kenya,Male,31,Primary,Employed,Urban,Medium,0,0,0
Kenya,Female,64,None,Employed,Urban,Low,0,1,0
Kenya,Female,54,Primary,Unemployed,Urban,High,1,0,0
Kenya,Male,59,None,Self-employed,Urban,Low,1,0,0
Kenya,Male,46,Secondary,Employed,Urban,High,0,1,1
Kenya,Female,43,Primary,Employed,Urban,Low,1,1,1
Kenya,Male,65,Tertiary,Employed,Rural,Low,0,0,0
Kenya,Male,17,None,Employed,Urban,Medium,0,0,0
Kenya,Female,54,Primary,Unemployed,Urban,Low,0,1,0
Kenya,Male,48,Secondary,Unemployed,Rural,Low,0,1,0
Kenya,Female,54,Secondary,Student,Urban,Low,0,0,0
Kenya,Male,41,None,Student,Rural,Low,1,1,1
Kenya,Female,27,Tertiary,Employed,Rural,Low,1,0,0
Kenya,Female,59,Tertiary,Self-employed,Urban,Low,0,1,1
Kenya,Female,47,Primary,Employed,Rural,Low,0,0,0
Kenya,Male,20,Primary,Self-employed,Urban,Low,1,0,0
Kenya,Female,38,Tertiary,Employed,Urban,Medium,1,0,1
Kenya,Male,33,Secondary,Student,Rural,Low,1,1,1
Kenya,Male,30,Secondary,Student,Rural,High,0,0,0
Kenya,Male,54,Tertiary,Self-employed,Urban,High,1,1,1
Kenya,Male,42,Primary,Employed,Rural,Low,0,1,0
Kenya,Female,47,Secondary,Self-employed,Rural,Medium,1,1,1
Kenya,Female,62,Primary,Student,Urban,Medium,0,1,0
Kenya,Male,55,Secondary,Employed,Urban,High,1,0,0
Kenya,Male,27,Secondary,Employed,Rural,Medium,0,1,1
Kenya,Female,57,Secondary,Self-employed,Urban,Low,0,0,0
Kenya,Male,59,Primary,Unemployed,Urban,Medium,0,0,0
Kenya,Female,39,Primary,Self-employed,Urban,Medium,0,0,0
Kenya,Male,67,Secondary,Student,Urban,Medium,1,1,1
Kenya,Male,56,Secondary,Student,Urban,Low,1,1,1
Kenya,Female,50,Secondary,Student,Urban,High,1,0,1
Kenya,Male,41,None,Student,Urban,High,0,1,0
Kenya,Female,52,Tertiary,Student,Rural,Low,1,1,1
Kenya,Male,21,None,Unemployed,Urban,Low,1,1,1
Kenya,Male,19,Tertiary,Employed,Rural,Low,0,1,1
Kenya,Male,57,None,Self-employed,Rural,Medium,0,0,0
Kenya,Female,59,Secondary,Self-employed,Rural,Medium,1,1,1
Kenya,Male,65,None,Student,Urban,Medium,1,1,1
Kenya,Male,45,Tertiary,Self-employed,Urban,Low,1,1,1
Kenya,Male,37,Secondary,Student,Rural,Medium,0,1,0
Kenya,Male,56,Primary,Unemployed,Urban,Low,0,1,0
Kenya,Female,24,Primary,Unemployed,Rural,Low,0,1,0
Kenya,Female,46,Primary,Employed,Urban,Medium,1,1,0
Kenya,Male,57,Primary,Unemployed,Urban,High,1,0,0
Kenya,Female,67,Tertiary,Unemployed,Rural,High,0,1,1
Kenya,Male,44,Secondary,Employed,Rural,High,1,1,1
Kenya,Male,53,Secondary,Self-employed,Rural,Low,0,1,0
Kenya,Male,45,Secondary,Student,Urban,Low,1,1,1
Kenya,Female,32,Secondary,Student,Rural,Medium,0,0,0
Kenya,Female,50,Primary,Self-employed,Urban,High,0,1,1
Kenya,Female,16,Primary,Employed,Urban,Low,0,1,1
Kenya,Female,28,Secondary,Self-employed,Urban,Low,0,1,0
Kenya,Female,27,Tertiary,Unemployed,Rural,Low,0,0,0
Kenya,Female,43,Primary,Employed,Rural,Medium,0,1,1
Kenya,Female,26,Primary,Employed,Rural,Low,0,0,0
Kenya,Female,53,Secondary,Employed,Urban,Low,1,1,1
Kenya,Female,16,Tertiary,Student,Urban,Low,0,0,0
Kenya,Male,46,Primary,Self-employed,Rural,Low,0,0,0
Kenya,Female,27,Secondary,Employed,Urban,High,0,1,1
Kenya,Female,60,Tertiary,Employed,Urban,Low,1,1,1
Kenya,Female,41,None,Employed,Rural,Medium,0,1,0
Kenya,Female,63,None,Self-employed,Rural,Medium,1,1,1
Kenya,Female,55,Secondary,Student,Rural,High,1,1,1
Kenya,Female,31,Tertiary,Unemployed,Urban,Low,0,1,0
Kenya,Female,54,Primary,Student,Urban,High,0,1,0
Kenya,Female,45,Secondary,Employed,Urban,Medium,0,1,1
Kenya,Female,48,Secondary,Student,Urban,High,0,1,0
Kenya,Female,38,Secondary,Student,Urban,High,1,1,1
Kenya,Female,59,Secondary,Unemployed,Rural,Low,1,1,0
Kenya,Male,49,Secondary,Self-employed,Urban,Low,0,0,0
Kenya,Male,62,Secondary,Self-employed,Urban,Low,0,1,0
Kenya,Female,20,Secondary,Student,Urban,Medium,1,0,1
Kenya,Female,33,Secondary,Student,Rural,Low,1,1,1
Kenya,Male,44,Secondary,Self-employed,Rural,Low,0,1,0
Kenya,Female,21,Tertiary,Self-employed,Rural,Low,0,1,1
Kenya,Male,24,None,Unemployed,Urban,Low,0,1,1
Kenya,Male,55,Tertiary,Employed,Rural,Low,1,0,1
Kenya,Male,46,Tertiary,Student,Rural,Low,0,0,0
Kenya,Male,48,Primary,Self-employed,Rural,Low,0,1,0
Kenya,Male,42,Secondary,Student,Urban,Low,1,0,0
Kenya,Female,29,Secondary,Student,Rural,Low,1,1,1
Kenya,Male,44,Primary,Self-employed,Urban,Low,1,0,0
Kenya,Female,51,Primary,Unemployed,Urban,High,0,0,0
Kenya,Female,43,None,Student,Rural,Medium,0,1,0
Kenya,Male,36,Primary,Unemployed,Urban,Low,1,1,1
Kenya,Male,18,Tertiary,Self-employed,Rural,Low,0,1,1
Kenya,Female,34,Primary,Employed,Urban,Medium,0,0,0
Kenya,Male,46,Tertiary,Employed,Rural,High,0,1,0
Kenya,Male,50,Secondary,Student,Rural,High,0,0,0
Kenya,Female,64,Tertiary,Self-employed,Rural,Medium,0,0,0
Kenya,Female,18,Secondary,Unemployed,Urban,Low,1,1,0
Kenya,Male,41,None,Student,Rural,Low,1,1,0
Kenya,Female,31,Secondary,Self-employed,Urban,Low,1,0,1
Kenya,Male,26,None,Self-employed,Rural,High,0,1,1
Kenya,Male,36,Secondary,Unemployed,Urban,Medium,0,0,0
Kenya,Male,31,Tertiary,Student,Urban,Medium,0,1,1
Kenya,Female,24,Primary,Self-employed,Rural,Low,1,1,1
Kenya,Female,68,Primary,Self-employed,Rural,Medium,0,1,0
Kenya,Female,15,Secondary,Self-employed,Rural,Low,1,0,0
Kenya,Female,36,Tertiary,Unemployed,Rural,Low,1,1,1
Kenya,Female,40,Secondary,Student,Rural,Low,0,0,0
Kenya,Male,32,Primary,Student,Urban,Medium,0,1,1
Kenya,Male,64,Secondary,Student,Rural,Low,1,0,0
Kenya,Male,28,Primary,Student,Rural,High,1,1,1
Kenya,Male,61,Secondary,Employed,Urban,Low,0,1,0
Kenya,Female,43,Tertiary,Employed,Rural,Medium,0,0,0
Kenya,Male,26,Secondary,Student,Rural,Medium,1,1,1
Kenya,Female,50,Tertiary,Unemployed,Urban,Low,0,1,1
Kenya,Male,49,None,Employed,Rural,Medium,0,1,1
Kenya,Female,66,Secondary,Self-employed,Rural,Medium,0,0,0
Kenya,Female,26,Tertiary,Employed,Rural,Medium,0,0,0
Kenya,Male,21,None,Self-employed,Urban,High,0,1,1
Kenya,Male,43,Tertiary,Student,Rural,Medium,0,1,1
Kenya,Male,25,Primary,Employed,Urban,Low,0,0,0
Kenya,Male,47,Secondary,Unemployed,Rural,Medium,0,1,0
Kenya,Female,20,Tertiary,Employed,Urban,Low,1,0,0
Kenya,Male,61,Secondary,Employed,Rural,Low,1,1,1
Kenya,Male,29,None,Employed,Urban,Low,1,0,0
Kenya,Female,46,Secondary,Student,Urban,Medium,1,0,0
Kenya,Male,65,Secondary,Unemployed,Urban,Medium,0,0,0
Kenya,Male,25,Tertiary,Employed,Urban,Low,0,0,0
Kenya,Male,37,Secondary,Unemployed,Urban,Medium,1,1,1
Kenya,Male,40,Primary,Student,Urban,High,0,1,1
Kenya,Male,48,Secondary,Self-employed,Rural,Low,0,1,0
Kenya,Female,60,Secondary,Employed,Rural,Low,1,0,0
Kenya,Male,48,Secondary,Unemployed,Urban,Medium,0,0,0
Kenya,Male,43,Secondary,Unemployed,Urban,Low,0,0,0
Kenya,Male,18,Tertiary,Student,Urban,Medium,1,1,1
Kenya,Male,31,Secondary,Employed,Urban,Low,1,1,1
Kenya,Male,49,Secondary,Self-employed,Rural,Low,0,1,0
Kenya,Female,27,Primary,Unemployed,Urban,Medium,1,0,1
Kenya,Male,55,Primary,Employed,Rural,Medium,1,1,0
Kenya,Female,53,Primary,Self-employed,Rural,Medium,1,1,1
Kenya,Female,29,Primary,Unemployed,Urban,High,0,0,0
Kenya,Male,69,Secondary,Unemployed,Urban,Medium,0,1,0
Kenya,Male,43,Secondary,Self-employed,Rural,Medium,1,1,1
Kenya,Male,43,Secondary,Self-employed,Rural,Low,1,1,0
Kenya,Male,25,Tertiary,Student,Urban,Medium,1,0,0
Kenya,Female,66,Tertiary,Employed,Urban,Low,0,1,1
Kenya,Male,46,Tertiary,Employed,Urban,Medium,0,0,0
Kenya,Male,16,Secondary,Student,Rural,Low,1,1,0
Kenya,Male,61,Secondary,Unemployed,Rural,Medium,0,0,0
Kenya,Male,28,Secondary,Self-employed,Urban,Low,0,1,0
Kenya,Male,34,None,Self-employed,Rural,Medium,0,1,0
Kenya,Male,36,Primary,Self-employed,Rural,High,0,0,0
Kenya,Female,25,Tertiary,Unemployed,Urban,Low,1,0,0
Kenya,Female,41,Tertiary,Self-employed,Urban,High,1,1,1
Kenya,Male,17,Primary,Self-employed,Rural,Low,0,0,0
Kenya,Male,31,Secondary,Student,Rural,Medium,0,1,0
Kenya,Male,58,Tertiary,Unemployed,Urban,High,1,0,0
Kenya,Female,42,None,Employed,Urban,Low,0,0,0
Kenya,Male,43,Primary,Student,Urban,High,0,1,0
Kenya,Female,35,Tertiary,Student,Urban,Low,1,0,0
Kenya,Male,61,Secondary,Employed,Urban,Low,0,1,1
Kenya,Male,30,None,Student,Rural,High,1,1,1
Kenya,Male,51,Secondary,Unemployed,Rural,Low,0,0,0
Kenya,Male,34,Tertiary,Self-employed,Rural,High,0,0,0
Kenya,Female,20,Secondary,Unemployed,Rural,High,0,1,1
Kenya,Female,33,Primary,Employed,Urban,Low,1,1,1
Kenya,Male,19,Primary,Employed,Urban,Medium,0,1,1
Kenya,Male,17,Secondary,Student,Urban,Low,0,0,0
Kenya,Female,15,Secondary,Unemployed,Rural,Low,1,1,1
Kenya,Female,52,Secondary,Unemployed,Rural,Low,0,1,0
Kenya,Female,29,None,Employed,Rural,Low,0,1,1
Kenya,Female,48,Tertiary,Unemployed,Urban,Low,0,1,1
Kenya,Male,49,None,Employed,Rural,Low,1,1,0
Kenya,Female,63,Primary,Unemployed,Urban,High,0,1,0
Kenya,Male,39,None,Unemployed,Urban,Medium,0,1,0
Kenya,Female,38,Primary,Unemployed,Urban,Medium,0,1,1
Kenya,Female,26,Secondary,Employed,Urban,Medium,0,0,0
Kenya,Female,32,Secondary,Student,Urban,Medium,1,1,1
Kenya,Female,29,Primary,Unemployed,Urban,Low,1,0,1
Kenya,Female,58,Secondary,Employed,Rural,Medium,1,0,0
Kenya,Male,30,None,Employed,Urban,High,1,0,0
Kenya,Male,41,Secondary,Unemployed,Urban,Low,1,0,0
Kenya,Female,22,Tertiary,Unemployed,Rural,Medium,0,1,0
Kenya,Female,60,Primary,Student,Urban,Medium,1,1,1
Kenya,Male,39,Secondary,Employed,Rural,High,0,1,1
Kenya,Female,31,Primary,Employed,Rural,Medium,0,1,1
Kenya,Female,43,None,Self-employed,Rural,Low,1,0,0
Kenya,Male,67,Primary,Employed,Urban,Low,0,0,0
Kenya,Female,22,Secondary,Student,Urban,Low,1,0,1
Kenya,Female,29,Secondary,Self-employed,Rural,Medium,0,1,1
Kenya,Male,41,Primary,Self-employed,Urban,Low,1,0,0
Kenya,Male,60,Tertiary,Self-employed,Urban,High,0,1,0
Kenya,Male,64,Secondary,Unemployed,Rural,Low,1,1,0
Kenya,Female,66,Tertiary,Unemployed,Rural,Low,1,1,1
Kenya,Male,21,Secondary,Employed,Urban,Low,0,0,0
Kenya,Male,17,Secondary,Self-employed,Rural,Medium,0,1,0
Kenya,Male,43,Primary,Student,Rural,Low,0,0,0
Kenya,Male,58,Primary,Unemployed,Rural,Low,0,0,0
Kenya,Male,67,Tertiary,Student,Urban,Low,1,0,1
Kenya,Male,38,Primary,Student,Urban,Low,1,1,0
Kenya,Female,17,Tertiary,Unemployed,Urban,Low,0,0,0
Kenya,Female,34,Secondary,Unemployed,Rural,Medium,1,0,1
Kenya,Male,60,Primary,Unemployed,Urban,Medium,1,1,0
Kenya,Male,29,None,Unemployed,Rural,Low,0,1,0
Kenya,Male,39,Primary,Self-employed,Urban,Medium,1,1,1
Kenya,Female,44,Tertiary,Self-employed,Urban,High,1,1,1
Kenya,Female,28,Secondary,Self-employed,Rural,Medium,0,1,0
Kenya,Female,21,Primary,Self-employed,Urban,Medium,0,0,0
Kenya,Female,31,Primary,Employed,Rural,High,0,1,1
Kenya,Female,58,Primary,Self-employed,Urban,High,1,1,1
Kenya,Female,34,Secondary,Unemployed,Urban,Medium,1,0,0
Kenya,Female,50,Primary,Student,Rural,Low,1,1,0
Kenya,Female,23,Tertiary,Self-employed,Rural,Medium,0,0,0
Kenya,Female,52,Primary,Employed,Rural,Medium,0,1,1
Kenya,Male,62,Primary,Unemployed,Urban,Low,0,1,0
Kenya,Male,36,Secondary,Student,Urban,Low,0,1,1
Kenya,Male,68,Secondary,Student,Urban,Medium,1,1,1
Kenya,Male,67,Tertiary,Self-employed,Rural,Medium,1,1,1
Kenya,Female,67,Secondary,Student,Rural,Low,1,0,0
Kenya,Female,16,None,Self-employed,Rural,Medium,1,1,1
Kenya,Male,38,Secondary,Self-employed,Urban,Low,0,0,0
Kenya,Female,22,Primary,Unemployed,Urban,Low,0,1,0
Kenya,Male,25,None,Unemployed,Rural,Medium,0,1,0
Kenya,Female,27,Tertiary,Employed,Urban,Low,1,0,0
Kenya,Male,31,Secondary,Unemployed,Rural,Low,1,1,0
Kenya,Female,22,Tertiary,Unemployed,Urban,High,0,0,0
Kenya,Female,35,Secondary,Self-employed,Urban,Low,0,0,0
Kenya,Male,32,Secondary,Unemployed,Rural,Low,0,0,0
Kenya,Female,44,Primary,Self-employed,Urban,High,0,1,1
Kenya,Male,32,Primary,Self-employed,Urban,Medium,0,1,0
Kenya,Male,60,Tertiary,Unemployed,Rural,Medium,0,0,0
Kenya,Male,61,Primary,Employed,Rural,High,0,0,0
Kenya,Male,45,Tertiary,Employed,Urban,Low,1,1,1
Kenya,Female,52,Secondary,Student,Rural,Medium,0,1,1
Kenya,Female,46,Primary,Student,Urban,Medium,0,1,1
Kenya,Female,25,Secondary,Unemployed,Rural,Medium,0,1,0
Kenya,Male,59,Secondary,Employed,Urban,Medium,0,1,1
Kenya,Female,39,Primary,Self-employed,Urban,Medium,0,1,0
Kenya,Male,47,Tertiary,Student,Rural,Low,0,0,0
Kenya,Female,52,Secondary,Self-employed,Urban,Low,0,0,0
Kenya,Female,55,Primary,Student,Urban,Medium,0,0,0
Kenya,Female,22,Secondary,Unemployed,Rural,Medium,1,1,0
Kenya,Male,25,Tertiary,Employed,Rural,Medium,0,1,0
Kenya,Female,36,Primary,Student,Urban,Low,1,0,0
Kenya,Female,65,Tertiary,Employed,Rural,Medium,0,0,0
Kenya,Male,38,Primary,Self-employed,Rural,Medium,0,0,0
Kenya,Female,55,Secondary,Unemployed,Urban,Medium,0,0,0
Kenya,Male,31,Secondary,Employed,Urban,Medium,0,1,0
Kenya,Female,26,Primary,Unemployed,Rural,High,1,0,0
Kenya,Male,60,Primary,Employed,Rural,Medium,1,1,1
Kenya,Male,46,Secondary,Self-employed,Rural,Medium,1,1,1
Kenya,Female,29,Secondary,Self-employed,Urban,Medium,1,0,1
Kenya,Male,30,Secondary,Unemployed,Urban,High,1,1,1
Kenya,Male,68,Primary,Self-employed,Urban,Medium,0,1,1
Kenya,Male,36,Tertiary,Student,Urban,Medium,0,1,1
Kenya,Male,42,Secondary,Employed,Urban,Medium,1,1,0
Kenya,Male,34,Tertiary,Self-employed,Urban,Medium,1,0,0
Kenya,Male,47,Primary,Student,Urban,Low,0,1,0
Kenya,Female,24,Secondary,Unemployed,Rural,Low,1,1,1
Kenya,Male,54,Secondary,Student,Rural,High,0,1,1
Kenya,Male,46,Primary,Unemployed,Urban,Medium,0,1,0
Kenya,Female,64,Secondary,Unemployed,Urban,Medium,0,1,0
Kenya,Female,47,None,Employed,Urban,High,1,0,0
Kenya,Female,16,Secondary,Employed,Rural,Medium,1,1,1
Kenya,Female,47,Secondary,Student,Urban,Medium,0,0,0
Kenya,Female,47,None,Employed,Rural,Medium,0,0,0
Kenya,Female,55,Secondary,Employed,Rural,Medium,0,0,0
Kenya,Female,27,Secondary,Employed,Rural,Low,1,1,1
Kenya,Male,44,None,Student,Rural,Low,0,1,0
Kenya,Male,47,Tertiary,Self-employed,Rural,Low,0,0,0
Kenya,Female,27,Tertiary,Employed,Urban,Low,0,1,1
Kenya,Male,66,Secondary,Employed,Urban,Medium,0,0,0
Kenya,Male,40,None,Student,Rural,Low,0,0,0
Kenya,Male,36,Secondary,Self-employed,Urban,Low,1,0,0
Kenya,Female,53,Secondary,Employed,Rural,Low,0,0,0
Kenya,Female,16,Primary,Unemployed,Rural,Low,1,1,0
Kenya,Male,52,Secondary,Student,Urban,Medium,0,1,1
Kenya,Female,53,Secondary,Employed,Urban,High,0,0,0
Kenya,Male,40,Secondary,Employed,Urban,Medium,0,1,0
Kenya,Male,60,Secondary,Unemployed,Urban,Low,1,1,0
Kenya,Male,64,Secondary,Unemployed,Urban,Low,1,0,1
